NUI;'2022-JUL';'2022-AUG';'2022-SEP';'2022-OCT';'2022-NOV';'2022-DEC';'2023-JAN';'2023-FEB';'2023-MAR';'2023-APR';'2023-MAY';'2023-JUN';'2023-JUL';'2023-AUG';'2023-SEP';'2023-OCT';'2023-NOV';'2023-DEC'
104924;24 [24-SERV SUSPENDIDO SIN MEDIDO];;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];PARA REVISION;8 [8-PREDIO DESOCUPADO SIN LECTU];24 [24-SERV SUSPENDIDO SIN MEDIDO];8 [8-PREDIO DESOCUPADO SIN LECTU];;PARA REVISION;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
104940;;;;;;;;;;;;;;;;;PARA REVISION;
104952;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2
104954;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
104992;;;;;;;;;;;;;;PARA REVISION;;;;
105026;;;;;;13 [13-MEDIDOR VOLTEADO O DESCOLG];;;;;;;;;;;;
105086;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
105144;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
105170;;;;;;;;;;;;;;;PARA REVISION;;;
105190;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;24 [24-SERV SUSPENDIDO SIN MEDIDO];SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;
105208;;;;PARA REVISION;;;;;;;;;;;;;;
105222;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
105224;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
105226;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
105240;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
105242;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
105282;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
105372;;;;PARA REVISION;;;;;;;;;;;;;;
105408;;;;;;;;;;;;;;;;;13 [13-MEDIDOR VOLTEADO O DESCOLG];
105416;;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;;
105432;;;;;;;PARA REVISION;;;;;;;;;;;
105450;16 [16-MEDIDOR DANADO];;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];16 [16-MEDIDOR DANADO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
105464;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
105484;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
105608;;;;;;;;;;;;;;;;;;
105630;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
105660;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
105670;;;;;;;;;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;PARA REVISION;;;;
105674;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;11 [11-MEDIDOR NO REGISTRADO];;
105680;PARA REVISION;;;;;;MAL REPORTADO EN TC2;;;;PARA REVISION;;MAL REPORTADO EN TC2;PARA REVISION;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
105684;;;;;;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;
105706;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;
105764;8 [8-PREDIO DESOCUPADO SIN LECTU];;PARA REVISION;;;;;;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2
105784;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
105798;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
105846;;;PARA REVISION;;;;;;;;;;;;;;;
105848;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;;;
105850;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
105866;;;;MAL REPORTADO EN TC2;;;;;;;;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;
105876;;;;;;;PARA REVISION;;;;;;;;;;;
105886;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;;
105890;;;;;;;;;MAL REPORTADO EN TC2;;;;PARA REVISION;;;;;
105940;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
105966;10 [10-MEDIDOR INEXISTENTE O DESC];;10 [10-MEDIDOR INEXISTENTE O DESC];SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;10 [10-MEDIDOR INEXISTENTE O DESC];;;;MAL REPORTADO EN TC2;10 [10-MEDIDOR INEXISTENTE O DESC];;24 [24-SERV SUSPENDIDO SIN MEDIDO];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
105970;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
105974;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
105976;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
106004;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
106006;;;;;;;;MAL REPORTADO EN TC2;;;;;;;PARA REVISION;;;
106040;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;;;;;;
106042;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
106058;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
106070;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;
106076;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
106092;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA
106144;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
106152;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;;;;
106204;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
106216;;;;;;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
106254;;;;PARA REVISION;;;;;;;;;;;;;;
106304;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;
106306;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
106328;;;;MAL REPORTADO EN TC2;;;;;PARA REVISION;;;;;;;;;
106330;;;;MAL REPORTADO EN TC2;;;;;PARA REVISION;;;;;;;;;
106364;;;;;;;;;;;;;;;;;;
106388;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
106418;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;;;;;;;
106424;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
106454;;;;;;;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;
106482;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
106516;;;PARA REVISION;;;;;;13 [13-MEDIDOR VOLTEADO O DESCOLG];PARA REVISION;;;;;;;;
106520;;;;13 [13-MEDIDOR VOLTEADO O DESCOLG];;;;;;;;;;;;;;
106532;;;;;;;;;;;;;;;;;;16 [16-MEDIDOR DANADO]
106558;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
106586;;;;;;;;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;;;
106604;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
106606;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
106620;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
106624;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
106632;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
106658;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
106674;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;
106678;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
106734;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;;;;
106744;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
106764;24 [24-SERV SUSPENDIDO SIN MEDIDO];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;;
106786;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
106788;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
106794;;;PARA REVISION;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;8 [8-PREDIO DESOCUPADO SIN LECTU];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2
106820;;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;;;;;;
106826;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;;;;;
106832;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
106834;;;;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;
106842;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;
106862;21 [21-MEDIDOR DESCONECT SIN SERV];;PARA REVISION;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];PARA REVISION;PARA REVISION;21 [21-MEDIDOR DESCONECT SIN SERV];PARA REVISION;;;;;;;;;
106874;;;;;;;;;;;;;;;;;;
106882;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
106890;;;;;;;;;;;;;;;;;;
106926;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
106944;;;21 [21-MEDIDOR DESCONECT SIN SERV];16 [16-MEDIDOR DANADO];SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;
106948;;;;;;;;;;;;;;;;;;
106958;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;;;;;;;
107036;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107066;;;;;;;MAL REPORTADO EN TC2;;PARA REVISION;;;;;PARA REVISION;;;;
107074;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107088;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
107118;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
107120;;;;;;;;;;;PARA REVISION;;PARA REVISION;;;;;
107132;;;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;
107164;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;MAL REPORTADO EN TC2;;
107166;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
107184;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
107186;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
107232;;;;;MAL REPORTADO EN TC2;;;;;;;;;;MAL REPORTADO EN TC2;;;
107234;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
107250;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
107252;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
107254;;;;;;;;;;;;;;;;;;PARA REVISION
107264;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
107274;;;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;
107296;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2;;PARA REVISION;
107312;;;;;;;;;;;;;;;;;;
107350;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;13 [13-MEDIDOR VOLTEADO O DESCOLG];;;;;;;;;;;;
107354;;;;;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;
107396;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107398;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107400;MAL REPORTADO EN TC2;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107414;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107416;;;;;;;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];PARA REVISION;;;;;
107420;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107442;9 [9-DOBLE MATRICULA CON CEDENAR];;9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];;9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];;9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR]
107454;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
107490;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
107526;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107552;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
107558;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
107574;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
107586;;;;;;;;;;;PARA REVISION;;;;;;;
107588;;;PARA REVISION;;;;;;;;PARA REVISION;;;;;;;
107590;;;PARA REVISION;;;;;;;;;;;;;;;
107592;;;PARA REVISION;;;;;;;;;;;;;;;
107594;;;PARA REVISION;;;;;;;;;;;;;;;
107596;;;PARA REVISION;;;;;;;;;;;;;;;
107598;;;PARA REVISION;;;;;;;;;;;;;;;
107600;;;PARA REVISION;;;;;;;;;;;;;;;
107602;;;PARA REVISION;;;;;;;;;;;;;;;
107606;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
107608;;;;;;;;;PARA REVISION;;;;;;;;;
107656;11 [11-MEDIDOR NO REGISTRADO];;;;;;;;;;;;;;;;;
107666;;;;;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;
107694;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
107714;;;;;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;
107724;;;;;;;;;;;;;;;;PARA REVISION;;
107742;;;;;;;;;;;;;;PARA REVISION;;;;
107754;;;PARA REVISION;;;;;;;;;;;;;;;
107756;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
107796;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
107798;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
107804;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
107838;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;
108018;;;;;;;;;;;;;;PARA REVISION;;;;
108038;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
108046;;;;;;;;;;;;;;;;;;
108060;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
108068;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;
108098;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
108100;;;;;;;;;;;PARA REVISION;PARA REVISION;PARA REVISION;;;;;
108102;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;PARA REVISION;;;;;
108114;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108140;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108162;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108164;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108270;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
108302;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108304;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108356;;;;;;;;;;;;;;;PARA REVISION;;;
108404;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
108422;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
108444;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
108458;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
108474;;;;;;;;;PARA REVISION;;;;;;;;;
108532;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;;;;;
108534;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;;;;;
108542;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
108544;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
108548;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
108584;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
108596;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
108600;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
108656;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;
108658;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108660;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108664;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108666;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108668;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108670;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
108672;PARA REVISION;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108674;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
108680;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;
108686;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;
108740;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;
108754;;;;;;11 [11-MEDIDOR NO REGISTRADO];;;;;;;;;;;;
108808;;;;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;;;;;;;;;
108810;PARA REVISION;;;;;;;;;;;;;;;;;
108818;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108820;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
108822;;;;;;;;;;;;;;;;13 [13-MEDIDOR VOLTEADO O DESCOLG];;
108824;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
108828;;;;;;;;;;;;;;;;;PARA REVISION;
108840;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
